volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude
353010,Fernandina,11654,Confirmed Eruption,,2.0,1814.0,7.0,0.0,Historical Observations,1814.0,8.0,0.0,-0.37,-91.55
242030,Raoul Island,14696,Confirmed Eruption,Denham caldera and Smith Crater,3.0,1814.0,3.0,9.0,Historical Observations,,,,-29.27,-177.92
273030,Mayon,13605,Confirmed Eruption,,4.0,1814.0,2.0,1.0,Historical Observations,1814.0,2.0,15.0,13.257,123.685
360150,Soufriere St. Vincent,12451,Confirmed Eruption,,1.0,1814.0,1.0,9.0,Historical Observations,1814.0,1.0,9.0,13.33,-61.18
282110,Asosan,17270,Confirmed Eruption,Naka-dake,2.0,1814.0,0.0,0.0,Historical Observations,,,,32.884,131.104
243110,Niuafo'ou,14785,Confirmed Eruption,South end of caldera ?,2.0,1814.0,0.0,0.0,Historical Observations,,,,-15.6,-175.63
312130,Ugashik-Peulik,20203,Confirmed Eruption,Peulik,3.0,1814.0,0.0,0.0,Historical Observations,,,,57.751,-156.368
233020,"Fournaise, Piton de la",14259,Confirmed Eruption,,2.0,1813.0,9.0,26.0,Historical Observations,1813.0,11.0,26.0,-21.244,55.708
353010,Fernandina,11653,Confirmed Eruption,South flank,2.0,1813.0,7.0,14.0,Historical Observations,,,,-0.37,-91.55
353050,"Negra, Sierra",11702,Confirmed Eruption,Volcano Uncertain: South end of Isabela Island,2.0,1813.0,7.0,13.0,,,,,-0.83,-91.17
353030,Darwin,11693,Confirmed Eruption,"Volcano Uncertain: more likely Darwin than Wolf, Alcedo",2.0,1813.0,6.0,6.0,Historical Observations,1813.0,6.0,7.0,-0.18,-91.28
300260,Klyuchevskoy,19414,Confirmed Eruption,,2.0,1813.0,2.0,0.0,Historical Observations,,,,56.056,160.642
283170,Adatarayama,17910,Uncertain Eruption,Numanotaira,1.0,1813.0,1.0,10.0,,,,,37.647,140.281
282030,Suwanosejima,16922,Confirmed Eruption,SW ridge fissure and O-take,4.0,1813.0,0.0,0.0,Historical Observations,1814.0,0.0,0.0,29.638,129.714
268060,Gamalama,16620,Confirmed Eruption,,2.0,1812.0,9.0,7.0,Historical Observations,1812.0,9.0,7.0,0.8,127.33
290050,Etorofu-Atosanupuri [Atosanupuri],18747,Confirmed Eruption,,1.0,1812.0,9.0,5.0,Historical Observations,,,,44.808,147.131
300260,Klyuchevskoy,19413,Confirmed Eruption,,2.0,1812.0,9.0,0.0,Historical Observations,,,,56.056,160.642
267040,Awu,16556,Confirmed Eruption,,4.0,1812.0,8.0,6.0,Historical Observations,1812.0,8.0,8.0,3.689,125.447
233020,"Fournaise, Piton de la",14258,Confirmed Eruption,Summit and above Piton de Crac,2.0,1812.0,8.0,5.0,Historical Observations,1812.0,12.0,0.0,-21.244,55.708
290030,Chachadake [Tiatia],18739,Confirmed Eruption,,2.0,1812.0,8.0,0.0,Historical Observations,,,,44.353,146.252
360150,Soufriere St. Vincent,12450,Confirmed Eruption,Old summit crater & new NE rim crater,4.0,1812.0,4.0,27.0,Historical Observations,1812.0,6.0,9.0,13.33,-61.18
360060,Soufriere Guadeloupe,12364,Confirmed Eruption,E-W fissure on summit dome,1.0,1812.0,4.0,0.0,Historical Observations,1812.0,5.0,10.0,16.044,-61.664
290040,Berutarubesan [Berutarube],18746,Uncertain Eruption,,1.0,1812.0,0.0,0.0,,,,,44.462,146.932
311160,Atka,19749,Confirmed Eruption,Sarichef or more probably Kliuchef,3.0,1812.0,0.0,0.0,Historical Observations,,,,52.331,-174.139
313010,Augustine,20265,Confirmed Eruption,,3.0,1812.0,0.0,0.0,Historical Observations,,,,59.363,-153.43
211050,Vulcano,13476,Uncertain Eruption,Fossa,1.0,1812.0,0.0,0.0,,,,,38.404,14.962
263250,Merapi,13422,Confirmed Eruption,,1.0,1812.0,0.0,0.0,Historical Observations,1822.0,0.0,0.0,-7.54,110.446
263340,Raung,16111,Confirmed Eruption,,2.0,1812.0,0.0,0.0,Historical Observations,1814.0,0.0,0.0,-8.119,114.056
264040,Tambora,16231,Confirmed Eruption,,7.0,1812.0,0.0,0.0,Historical Observations,1815.0,7.0,15.0,-8.25,118.0
211060,Etna,13732,Confirmed Eruption,East (Valle del Bove 3000-1975 m),2.0,1811.0,10.0,27.0,Historical Observations,1812.0,5.0,0.0,37.748,14.999
273030,Mayon,13604,Uncertain Eruption,,2.0,1811.0,10.0,5.0,,1811.0,10.0,6.0,13.257,123.685
382080,Sete Cidades,13021,Confirmed Eruption,Submarine vent west of Sete Cidades,3.0,1811.0,6.0,14.0,Historical Observations,1811.0,6.0,22.0,37.87,-25.78
290150,Chirpoi,18780,Confirmed Eruption,Snow,2.0,1811.0,6.0,11.0,Historical Observations,,,,46.532,150.871
263280,Kelut,15941,Confirmed Eruption,,2.0,1811.0,6.0,5.0,Historical Observations,,,,-7.93,112.308
268060,Gamalama,16619,Confirmed Eruption,,2.0,1811.0,2.0,1.0,Historical Observations,1811.0,5.0,0.0,0.8,127.33
382080,Sete Cidades,13020,Confirmed Eruption,Submarine vent west of Sete Cidades,2.0,1811.0,2.0,1.0,Historical Observations,1811.0,2.0,8.0,37.87,-25.78
284040,Miyakejima,18266,Confirmed Eruption,Summit and NE flank?,2.0,1811.0,1.0,27.0,Historical Observations,1811.0,1.0,28.0,34.094,139.526
343100,San Miguel,10839,Uncertain Eruption,,2.0,1811.0,0.0,0.0,,,,,13.434,-88.269
233020,"Fournaise, Piton de la",14257,Confirmed Eruption,,2.0,1810.0,11.0,20.0,Historical Observations,1810.0,11.0,28.0,-21.244,55.708
231080,"Yar, Jabal",14136,Confirmed Eruption,,2.0,1810.0,0.0,0.0,Historical Observations,,,,17.05,42.83
253030,Victory,15106,Uncertain Eruption,,2.0,1810.0,0.0,0.0,,,,,-9.2,149.07
263250,Merapi,13421,Confirmed Eruption,,1.0,1810.0,0.0,0.0,Historical Observations,,,,-7.54,110.446
355090,Putana,11841,Confirmed Eruption,,,1810.0,0.0,0.0,Historical Observations,,,,-22.557,-67.853
233020,"Fournaise, Piton de la",14256,Confirmed Eruption,,2.0,1809.0,7.0,17.0,Historical Observations,1809.0,8.0,8.0,-21.244,55.708
283190,Zaozan [Zaosan],17970,Confirmed Eruption,Okama,2.0,1809.0,6.0,12.0,Historical Observations,1809.0,12.0,29.0,38.144,140.44
263130,Guntur,15695,Confirmed Eruption,,2.0,1809.0,5.0,9.0,Historical Observations,,,,-7.143,107.84
344010,Cosiguina,10871,Uncertain Eruption,,2.0,1809.0,3.0,28.0,,1809.0,3.0,31.0,12.98,-87.57
211060,Etna,13731,Confirmed Eruption,"Central Crater, N & NE flanks (3000-1325 m)",2.0,1809.0,3.0,27.0,Historical Observations,1809.0,4.0,9.0,37.748,14.999
263320,Lamongan,13674,Confirmed Eruption,,2.0,1808.0,12.0,8.0,Historical Observations,,,,-7.981,113.341
600000,Unknown Source,13307,Confirmed Eruption,"Tropical latitude (SP, 365 ppb sulfate)",6.0,1808.0,12.0,4.0,Historical Observations,,,,0.0,0.0
382030,San Jorge,12994,Confirmed Eruption,Sao Jorge,1.0,1808.0,5.0,1.0,Historical Observations,1808.0,6.0,10.0,38.65,-28.08
273070,Taal,16843,Confirmed Eruption,,2.0,1808.0,2.0,0.0,Historical Observations,1808.0,4.0,0.0,14.002,120.993
267010,Ruang,16477,Confirmed Eruption,,2.0,1808.0,0.0,0.0,Historical Observations,,,,2.3,125.37
264020,Agung,16207,Confirmed Eruption,,2.0,1808.0,0.0,0.0,Historical Observations,,,,-8.343,115.508
233010,Karthala,14175,Confirmed Eruption,,,1808.0,0.0,0.0,Historical Observations,,,,-11.75,43.38
283160,Bandaisan,17899,Confirmed Eruption,Numanotaira,2.0,1808.0,0.0,0.0,Historical Observations,,,,37.601,140.072
285070,Akan,18686,Confirmed Eruption,Me-Akan,,1808.0,0.0,0.0,Historical Observations,,,,43.384,144.013
263130,Guntur,15694,Confirmed Eruption,,2.0,1807.0,9.0,1.0,Historical Observations,1807.0,9.0,6.0,-7.143,107.84
283270,Iwakisan,18122,Uncertain Eruption,,2.0,1807.0,3.0,31.0,,,,,40.656,140.303
233020,"Fournaise, Piton de la",14255,Confirmed Eruption,,2.0,1807.0,3.0,23.0,Historical Observations,1807.0,6.0,13.0,-21.244,55.708
300260,Klyuchevskoy,19412,Confirmed Eruption,,2.0,1807.0,2.0,1.0,Historical Observations,,,,56.056,160.642
224010,Cameroon,14118,Confirmed Eruption,South flank (2600 m),3.0,1807.0,0.0,0.0,Historical Observations,,,,4.203,9.17
263250,Merapi,15812,Confirmed Eruption,,1.0,1807.0,0.0,0.0,Historical Observations,,,,-7.54,110.446
261140,Marapi,15418,Confirmed Eruption,,2.0,1807.0,0.0,0.0,Historical Observations,,,,-0.38,100.474
373030,Bardarbunga,12882,Uncertain Eruption,NW-Vatnajökull,,1807.0,0.0,0.0,,,,,64.633,-17.516
283190,Zaozan [Zaosan],17969,Confirmed Eruption,Okama,2.0,1806.0,7.0,12.0,Historical Observations,,,,38.144,140.44
282110,Asosan,17269,Confirmed Eruption,Naka-dake,2.0,1806.0,6.0,0.0,Historical Observations,1806.0,10.0,0.0,32.884,131.104
263320,Lamongan,16066,Confirmed Eruption,,2.0,1806.0,5.0,0.0,Historical Observations,,,,-7.981,113.341
357080,Antuco,19901,Confirmed Eruption,,2.0,1806.0,5.0,0.0,Historical Observations,,,,-37.406,-71.349
357120,Villarrica,12120,Confirmed Eruption,,2.0,1806.0,4.0,0.0,Historical Observations,1806.0,5.0,0.0,-39.42,-71.93
343050,San Salvador,10828,Uncertain Eruption,El Playón ?,0.0,1806.0,0.0,0.0,,,,,13.734,-89.294
263210,Sundoro,15796,Confirmed Eruption,,2.0,1806.0,0.0,0.0,Historical Observations,,,,-7.3,109.992
311300,Bogoslof,19854,Confirmed Eruption,Old Bogoslof (Castle Rock),2.0,1806.0,0.0,0.0,Historical Observations,1823.0,0.0,0.0,53.93,-168.03
341040,Colima,10435,Confirmed Eruption,,2.0,1806.0,0.0,0.0,Historical Observations,1809.0,0.0,0.0,19.514,-103.62
263170,Cereme,15727,Confirmed Eruption,,2.0,1805.0,4.0,0.0,Historical Observations,,,,-6.895,108.408
351020,"Ruiz, Nevado del",11281,Confirmed Eruption,,2.0,1805.0,3.0,14.0,Historical Observations,,,,4.892,-75.324
343030,Izalco,10776,Confirmed Eruption,,2.0,1805.0,0.0,0.0,Historical Observations,1807.0,0.0,0.0,13.813,-89.633
342110,Pacaya,10756,Confirmed Eruption,,2.0,1805.0,0.0,0.0,Historical Observations,,,,14.382,-90.601
311290,Okmok,19835,Confirmed Eruption,,,1805.0,0.0,0.0,Historical Observations,,,,53.43,-168.13
283120,Kusatsu-Shiranesan,17823,Confirmed Eruption,Yu-gama,2.0,1805.0,0.0,0.0,Historical Observations,,,,36.618,138.528
290240,Sarychev Peak,18805,Confirmed Eruption,,,1805.0,0.0,0.0,Historical Observations,,,,48.092,153.2
282110,Asosan,17268,Confirmed Eruption,Naka-dake,2.0,1804.0,9.0,5.0,Historical Observations,,,,32.884,131.104
263310,Tengger Caldera,16016,Confirmed Eruption,Bromo,2.0,1804.0,9.0,0.0,Historical Observations,,,,-7.942,112.95
283190,Zaozan [Zaosan],17968,Confirmed Eruption,Okama,2.0,1804.0,5.0,0.0,Historical Observations,,,,38.144,140.44
285040,Shikotsu,18613,Confirmed Eruption,Tarumai,3.0,1804.0,0.0,0.0,Historical Observations,1817.0,0.0,0.0,42.688,141.38
300140,Maly Semyachik,17636,Confirmed Eruption,Ceno-Semiachik (Troitsky Crater),3.0,1804.0,0.0,0.0,Historical Observations,,,,54.135,159.674
341040,Colima,10433,Confirmed Eruption,,2.0,1804.0,0.0,0.0,Historical Observations,,,,19.514,-103.62
264010,Batur,16179,Confirmed Eruption,Batur I,2.0,1804.0,0.0,0.0,Historical Observations,,,,-8.242,115.375
263340,Raung,16110,Confirmed Eruption,,2.0,1804.0,0.0,0.0,Historical Observations,,,,-8.119,114.056
283110,Asamayama,17750,Confirmed Eruption,,2.0,1803.0,11.0,7.0,Historical Observations,1803.0,11.0,21.0,36.406,138.523
260010,Barren Island,15380,Confirmed Eruption,,2.0,1803.0,11.0,0.0,Historical Observations,1804.0,1.0,31.0,12.278,93.858
284010,Izu-Oshima,18198,Confirmed Eruption,Mihara-yama,2.0,1803.0,9.0,26.0,Historical Observations,1803.0,11.0,14.0,34.724,139.394
283110,Asamayama,17749,Confirmed Eruption,,2.0,1803.0,7.0,4.0,Historical Observations,,,,36.406,138.523
263130,Guntur,15693,Confirmed Eruption,,2.0,1803.0,4.0,3.0,Historical Observations,1803.0,4.0,15.0,-7.143,107.84
352050,Cotopaxi,11554,Confirmed Eruption,,3.0,1803.0,1.0,4.0,Historical Observations,1803.0,1.0,5.0,-0.677,-78.436
211060,Etna,13730,Confirmed Eruption,Central Crater,2.0,1803.0,1.0,1.0,Historical Observations,1819.0,0.0,0.0,37.748,14.999
233020,"Fournaise, Piton de la",14254,Confirmed Eruption,,2.0,1802.0,12.0,0.0,Historical Observations,,,,-21.244,55.708
211060,Etna,13729,Confirmed Eruption,"Central Crater, E flank (1950-1700 m)",2.0,1802.0,11.0,15.0,Historical Observations,1802.0,11.0,18.0,37.748,14.999
354040,Tutupaca,11799,Confirmed Eruption,,4.0,1802.0,3.0,20.0,Historical Observations,1802.0,8.0,20.0,-17.026,-70.372
343030,Izalco,10775,Confirmed Eruption,,2.0,1802.0,0.0,0.0,Historical Observations,1803.0,0.0,0.0,13.813,-89.633
341090,Popocatepetl,10537,Confirmed Eruption,,1.0,1802.0,0.0,0.0,Historical Observations,1804.0,0.0,0.0,19.023,-98.622
311310,Makushin,19493,Confirmed Eruption,,3.0,1802.0,0.0,0.0,Historical Observations,,,,53.891,-166.923
233020,"Fournaise, Piton de la",14253,Confirmed Eruption,Mammelon Central,2.0,1801.0,10.0,27.0,Historical Observations,1802.0,4.0,28.0,-21.244,55.708
266130,Tangkoko-Duasudara,16474,Confirmed Eruption,Summit and east flank (Batu Angus),2.0,1801.0,0.0,0.0,Historical Observations,,,,1.518,125.185
352030,Antisana,11427,Confirmed Eruption,Volcano Uncertain: possibly Reventador,2.0,1801.0,0.0,0.0,,1802.0,5.0,0.0,-0.481,-78.141
283220,Chokaisan,18031,Confirmed Eruption,Shinzan (foot of Kojin-yama),2.0,1800.0,12.0,0.0,Historical Observations,1804.0,7.0,0.0,39.099,140.049
233020,"Fournaise, Piton de la",14252,Confirmed Eruption,SE rift zone,0.0,1800.0,11.0,2.0,Historical Observations,1800.0,11.0,8.0,-21.244,55.708
273030,Mayon,13603,Confirmed Eruption,,2.0,1800.0,10.0,30.0,Historical Observations,1800.0,10.0,31.0,13.257,123.685
353020,Wolf,11682,Confirmed Eruption,,2.0,1800.0,8.0,21.0,Historical Observations,1800.0,8.0,21.0,0.02,-91.35
382030,San Jorge,12993,Confirmed Eruption,Subm. vent ca. 20 km SW of Terceira,2.0,1800.0,6.0,24.0,Historical Observations,1800.0,6.0,25.0,38.65,-28.08
283270,Iwakisan,18121,Uncertain Eruption,,2.0,1800.0,5.0,11.0,,,,,40.656,140.303
321050,St. Helens,20544,Confirmed Eruption,N flank--Goat Rocks area,5.0,1800.0,1.0,15.0,Dendrochronology,,,,46.2,-122.18
320090,Iskut-Unuk River Cones,20438,Confirmed Eruption,Lava Fork,,1800.0,0.0,0.0,Radiocarbon (uncorrected),,,,56.58,-130.55
332040,Hualalai,10254,Confirmed Eruption,NW rift zone (520 m),0.0,1800.0,0.0,0.0,Historical Observations,1801.0,0.0,0.0,19.692,-155.87
300270,Sheveluch,19571,Uncertain Eruption,,3.0,1800.0,0.0,0.0,,,,,56.653,161.36
283180,Azumayama,17926,Confirmed Eruption,Issaikyo (Oana),,1800.0,0.0,0.0,Historical Observations,,,,37.735,140.244
284170,Pagan,18505,Confirmed Eruption,North Pagan (west flank maar),,1800.0,0.0,0.0,Radiocarbon (uncorrected),,,,18.13,145.8
285082,Rausudake,18719,Confirmed Eruption,,3.0,1800.0,0.0,0.0,Tephrochronology,,,,44.076,145.122
263130,Guntur,15692,Confirmed Eruption,,,1800.0,0.0,0.0,Historical Observations,,,,-7.143,107.84
222170,Kyejo,14035,Confirmed Eruption,Sarabwe and Fiteko,2.0,1800.0,0.0,0.0,Historical Observations,,,,-9.229,33.792
252080,Witori,15022,Confirmed Eruption,,4.0,1800.0,0.0,0.0,Tephrochronology,,,,-5.576,150.516
241030,Taranaki,13348,Confirmed Eruption,,,1800.0,0.0,0.0,Tephrochronology,,,,-39.3,174.07
390030,Deception Island,13182,Confirmed Eruption,N side caldera bay (near Telefon Bay),,1800.0,0.0,0.0,Historical Observations,,,,-63.001,-60.652
344120,Concepcion,11046,Uncertain Eruption,,2.0,1800.0,0.0,0.0,,,,,11.538,-85.622
354031,Ticsani,11793,Confirmed Eruption,,,1800.0,0.0,0.0,Tephrochronology,,,,-16.755,-70.595
384010,Fogo,13131,Confirmed Eruption,North caldera floor,2.0,1799.0,6.0,2.0,Historical Observations,1799.0,6.0,28.0,14.95,-24.35
282080,Aira,17070,Confirmed Eruption,Minami-dake,2.0,1799.0,3.0,27.0,Historical Observations,,,,31.593,130.657
263320,Lamongan,16065,Confirmed Eruption,,2.0,1799.0,0.0,0.0,Historical Observations,,,,-7.981,113.341
342090,Fuego,10699,Confirmed Eruption,,3.0,1799.0,0.0,0.0,Historical Observations,,,,14.473,-90.88
282100,Unzendake,17178,Uncertain Eruption,Fugen-dake,,1798.0,11.0,13.0,,1798.0,12.0,0.0,32.761,130.299
383030,Tenerife,13111,Confirmed Eruption,SW flank of Pico Viejo (Chahorra),3.0,1798.0,6.0,9.0,Historical Observations,1798.0,9.0,14.0,28.271,-16.641
343030,Izalco,10774,Confirmed Eruption,,2.0,1798.0,4.0,0.0,Historical Observations,,,,13.813,-89.633
343100,San Miguel,10838,Uncertain Eruption,,2.0,1798.0,0.0,0.0,,,,,13.434,-88.269
357120,Villarrica,21010,Confirmed Eruption,,2.0,1798.0,,,Varve Count,,,,-39.42,-71.93
360060,Soufriere Guadeloupe,12363,Confirmed Eruption,NNW side of summit dome,2.0,1797.0,9.0,29.0,Historical Observations,1798.0,4.0,26.0,16.044,-61.664
353020,Wolf,11681,Confirmed Eruption,,,1797.0,8.0,0.0,Historical Observations,,,,0.02,-91.35
352060,Quilotoa,11602,Uncertain Eruption,,,1797.0,2.0,4.0,,,,,-0.85,-78.9
352010,Reventador,11426,Confirmed Eruption,,3.0,1797.0,1.0,0.0,Historical Observations,,,,-0.077,-77.656
373030,Bardarbunga,12881,Confirmed Eruption,Volcano Uncertain,,1797.0,0.0,0.0,,,,,64.633,-17.516
373060,Askja,12908,Confirmed Eruption,Holuhraun,0.0,1797.0,0.0,0.0,Historical Observations,,,,65.033,-16.783
282080,Aira,17069,Confirmed Eruption,Minami-dake,2.0,1797.0,0.0,0.0,Historical Observations,,,,31.593,130.657
263240,Merbabu,15809,Confirmed Eruption,,2.0,1797.0,0.0,0.0,Historical Observations,,,,-7.454,110.44
263250,Merapi,15811,Confirmed Eruption,,1.0,1797.0,0.0,0.0,Historical Observations,,,,-7.54,110.446
258020,Hunter Island,15363,Uncertain Eruption,,,1797.0,0.0,0.0,,,,,-22.4,172.05
256010,Tinakula,15189,Confirmed Eruption,,1.0,1797.0,0.0,0.0,Historical Observations,,,,-10.386,165.804
233020,"Fournaise, Piton de la",14251,Confirmed Eruption,,0.0,1797.0,0.0,0.0,Historical Observations,,,,-21.244,55.708
341110,San Martin,10595,Uncertain Eruption,,2.0,1797.0,0.0,0.0,,1805.0,0.0,0.0,18.57,-95.2
351080,Galeras,11354,Confirmed Eruption,,2.0,1796.0,11.0,0.0,Historical Observations,1801.0,0.0,0.0,1.22,-77.37
282020,Io-Torishima,16913,Confirmed Eruption,Iwo-dake,2.0,1796.0,10.0,0.0,Historical Observations,1796.0,11.0,0.0,27.881,128.223
373010,Grimsvotn,12811,Discredited Eruption,,,1796.0,6.0,0.0,,,,,64.416,-17.316
311300,Bogoslof,19853,Confirmed Eruption,Old Bogoslof (Castle Rock),3.0,1796.0,5.0,0.0,Historical Observations,1804.0,0.0,0.0,53.93,-168.03
283190,Zaozan [Zaosan],17967,Confirmed Eruption,Okama,2.0,1796.0,3.0,24.0,Historical Observations,,,,38.144,140.44
211020,Vesuvius,13350,Confirmed Eruption,Summit and upper flanks,3.0,1796.0,1.0,0.0,Historical Observations,1822.0,11.0,16.0,40.821,14.426
263350,Ijen,16168,Confirmed Eruption,Kawah Ijen,2.0,1796.0,0.0,0.0,Historical Observations,,,,-8.058,114.242
311340,Westdahl,20040,Confirmed Eruption,Pogromni or (more likely) Westdahl,0.0,1796.0,0.0,0.0,Historical Observations,,,,54.516,-164.65
311390,Amak,20110,Confirmed Eruption,,,1796.0,0.0,0.0,Historical Observations,,,,55.424,-163.149
260010,Barren Island,15379,Confirmed Eruption,,2.0,1795.0,12.0,20.0,Historical Observations,1795.0,12.0,21.0,12.278,93.858
341040,Colima,10432,Confirmed Eruption,,2.0,1795.0,3.0,0.0,Historical Observations,1795.0,9.0,0.0,19.514,-103.62
311350,Fisher,20050,Confirmed Eruption,,,1795.0,0.0,0.0,Historical Observations,,,,54.65,-164.43
311370,Isanotski,20102,Uncertain Eruption,,3.0,1795.0,0.0,0.0,,,,,54.765,-163.723
311340,Westdahl,20039,Confirmed Eruption,Pogromni or (more likely) Westdahl,4.0,1795.0,0.0,0.0,Historical Observations,,,,54.516,-164.65
233020,"Fournaise, Piton de la",14250,Confirmed Eruption,,,1795.0,0.0,0.0,Historical Observations,,,,-21.244,55.708
283190,Zaozan [Zaosan],17966,Confirmed Eruption,SE side of Okama,2.0,1794.0,9.0,22.0,Historical Observations,1794.0,12.0,0.0,38.144,140.44
341040,Colima,10431,Confirmed Eruption,,2.0,1794.0,8.0,0.0,Historical Observations,,,,19.514,-103.62
373010,Grimsvotn,12810,Uncertain Eruption,,,1794.0,7.0,15.0,,,,,64.416,-17.316
341110,San Martin,10594,Confirmed Eruption,,2.0,1794.0,5.0,0.0,Historical Observations,1796.0,0.0,0.0,18.57,-95.2
283270,Iwakisan,18120,Uncertain Eruption,,2.0,1794.0,4.0,3.0,,,,,40.656,140.303
233020,"Fournaise, Piton de la",14249,Confirmed Eruption,,0.0,1794.0,1.0,0.0,Historical Observations,1794.0,1.0,0.0,-21.244,55.708
282080,Aira,17068,Confirmed Eruption,Minami-dake,2.0,1794.0,0.0,0.0,Historical Observations,,,,31.593,130.657
373030,Bardarbunga,12880,Confirmed Eruption,,,1794.0,0.0,0.0,Historical Observations,,,,64.633,-17.516
251070,Ritter Island,14967,Confirmed Eruption,,2.0,1793.0,6.0,29.0,Historical Observations,,,,-5.519,148.115
383020,Hierro,13064,Uncertain Eruption,NW rift (Volcán de Lomo Negro)?,0.0,1793.0,5.0,0.0,,1793.0,6.0,0.0,27.73,-18.03
283270,Iwakisan,18119,Uncertain Eruption,,2.0,1793.0,4.0,2.0,,,,,40.656,140.303
343030,Izalco,10773,Confirmed Eruption,,2.0,1793.0,3.0,29.0,Historical Observations,1793.0,9.0,0.0,13.813,-89.633
341110,San Martin,10593,Confirmed Eruption,Cinder cones in summit crater,4.0,1793.0,3.0,2.0,Historical Observations,1793.0,12.0,0.0,18.57,-95.2
313020,Iliamna,20281,Uncertain Eruption,,,1793.0,0.0,0.0,,,,,60.032,-153.09
300240,Tolbachik,19298,Confirmed Eruption,,2.0,1793.0,0.0,0.0,Historical Observations,,,,55.832,160.326
290380,Ebeko,18865,Confirmed Eruption,,2.0,1793.0,0.0,0.0,Historical Observations,,,,50.686,156.014
234002,St. Paul,14394,Confirmed Eruption,SW flank (near Cape West),2.0,1793.0,0.0,0.0,Historical Observations,,,,-38.72,77.53
211060,Etna,13728,Confirmed Eruption,Central Crater,3.0,1793.0,0.0,0.0,Historical Observations,1802.0,0.0,0.0,37.748,14.999
263340,Raung,16109,Confirmed Eruption,,2.0,1793.0,0.0,0.0,Historical Observations,,,,-8.119,114.056
233020,"Fournaise, Piton de la",14248,Confirmed Eruption,,0.0,1792.0,12.0,19.0,Historical Observations,,,,-21.244,55.708
321010,Baker,20449,Uncertain Eruption,,,1792.0,6.0,0.0,,,,,48.777,-121.813
311120,Great Sitkin,19729,Confirmed Eruption,,,1792.0,5.0,26.0,Historical Observations,,,,52.076,-176.13
211060,Etna,13727,Confirmed Eruption,"Summit, SE flank (2825-1500 m)",3.0,1792.0,5.0,25.0,Historical Observations,1793.0,5.0,26.0,37.748,14.999
211060,Etna,13725,Confirmed Eruption,"Central Crater, west slope",2.0,1792.0,3.0,0.0,Historical Observations,1792.0,5.0,24.0,37.748,14.999
311310,Makushin,10434,Uncertain Eruption,,,1792.0,2.0,14.0,,,,,53.891,-166.923
282100,Unzendake,17177,Confirmed Eruption,"Fugen-dake (summit, NNE), Mayu-yama",2.0,1792.0,2.0,10.0,Historical Observations,1792.0,7.0,22.0,32.761,130.299
360120,Pelee,12428,Confirmed Eruption,Upper Rivière Claire valley,1.0,1792.0,1.0,22.0,Historical Observations,1792.0,4.0,0.0,14.809,-61.165
358020,Calbuco,12250,Confirmed Eruption,,,1792.0,0.0,0.0,Historical Observations,,,,-41.33,-72.618
282080,Aira,17067,Uncertain Eruption,Minami-dake,2.0,1792.0,0.0,0.0,,,,,31.593,130.657
243060,Tofua,14745,Confirmed Eruption,,0.0,1792.0,0.0,0.0,Historical Observations,,,,-19.75,-175.07
311070,Gareloi,19677,Confirmed Eruption,,2.0,1792.0,0.0,0.0,Historical Observations,,,,51.79,-178.794
311060,Semisopochnoi,19568,Uncertain Eruption,Cerberus,,1792.0,0.0,0.0,,,,,51.93,179.58
284010,Izu-Oshima,18197,Confirmed Eruption,Mihara-yama,2.0,1792.0,0.0,0.0,Historical Observations,,,,34.724,139.394
282080,Aira,17066,Confirmed Eruption,Minami-dake,2.0,1791.0,9.0,11.0,Historical Observations,,,,31.593,130.657
300260,Klyuchevskoy,19411,Confirmed Eruption,,2.0,1791.0,8.0,0.0,Historical Observations,,,,56.056,160.642
311080,Tanaga,19695,Uncertain Eruption,,,1791.0,6.0,7.0,,,,,51.885,-178.146
233020,"Fournaise, Piton de la",14247,Confirmed Eruption,"Dolomieu, Mamelon Central ?",2.0,1791.0,6.0,5.0,Historical Observations,1791.0,7.0,27.0,-21.244,55.708
252140,Rabaul,15087,Confirmed Eruption,Tavurvur,2.0,1791.0,5.0,22.0,Historical Observations,,,,-4.271,152.203
300260,Klyuchevskoy,19410,Confirmed Eruption,,2.0,1791.0,4.0,0.0,Historical Observations,,,,56.056,160.642
211060,Etna,13724,Confirmed Eruption,Central Crater,2.0,1791.0,2.0,0.0,Historical Observations,1791.0,9.0,0.0,37.748,14.999
344040,Telica,10905,Confirmed Eruption,,,1791.0,1.0,24.0,Historical Observations,,,,12.606,-86.84
243100,Fonualei,14778,Confirmed Eruption,,2.0,1791.0,0.0,0.0,Historical Observations,,,,-18.023,-174.317
263250,Merapi,15866,Confirmed Eruption,,2.0,1791.0,0.0,0.0,Historical Observations,,,,-7.54,110.446
311070,Gareloi,19676,Confirmed Eruption,,2.0,1791.0,0.0,0.0,Historical Observations,,,,51.79,-178.794
332010,Kilauea,10060,Confirmed Eruption,Kilauea Caldera (Keanakakoi ash),4.0,1790.0,11.0,0.0,Historical Observations,,,,19.421,-155.287
283270,Iwakisan,18118,Confirmed Eruption,,2.0,1790.0,10.0,9.0,Historical Observations,,,,40.656,140.303
282080,Aira,17065,Confirmed Eruption,Minami-dake,2.0,1790.0,7.0,29.0,Historical Observations,,,,31.593,130.657
311310,Makushin,19761,Uncertain Eruption,,,1790.0,6.0,7.0,,,,,53.891,-166.923
